id,common_name,smiles_isomeric
ToxinDB,"2,3-Dichlorobiphenyl",C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl
ToxinDB,"2,3'-Dichlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=CC=C2)Cl)Cl
ToxinDB,"2,4-Dichlorobiphenyl",C1=CC=C(C=C1)C2=C(C=C(C=C2)Cl)Cl
ToxinDB,"2,4'-Dichlorobiphenyl",C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)Cl
ToxinDB,"2,5-Dichlorobiphenyl",C1=CC=C(C=C1)C2=C(C=CC(=C2)Cl)Cl
ToxinDB,"2,6-Dichlorobiphenyl",C1=CC=C(C=C1)C2=C(C=CC=C2Cl)Cl
ToxinDB,"3,3'-Dichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=CC=C2)Cl
ToxinDB,"3,4-Dichlorobiphenyl",C1=CC=C(C=C1)C2=CC(=C(C=C2)Cl)Cl
ToxinDB,"3,4'-Dichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)Cl
ToxinDB,"3,5-Dichlorobiphenyl",C1=CC=C(C=C1)C2=CC(=CC(=C2)Cl)Cl
ToxinDB,"4,4'-Dichlorobiphenyl",C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl
ToxinDB,"2,2',3-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=C(C(=CC=C2)Cl)Cl)Cl
ToxinDB,"2,2',4-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,2',5-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,2',6-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=CC=C2Cl)Cl)Cl
ToxinDB,"2,3,3'-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C(=CC=C2)Cl)Cl
ToxinDB,"2,3,4-Trichlorobiphenyl",C1=CC=C(C=C1)C2=C(C(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,3,4'-Trichlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC=C(C=C2)Cl
ToxinDB,"2,3,5-Trichlorobiphenyl",C1=CC=C(C=C1)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3,6-Trichlorobiphenyl",C1=CC=C(C=C1)C2=C(C=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3',4-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C=C(C=C2)Cl)Cl
ToxinDB,"2,3',5-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C=CC(=C2)Cl)Cl
ToxinDB,"2,3',6-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C=CC=C2Cl)Cl
ToxinDB,"2,4,4'-Trichlorobiphenyl",C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,4,5-Trichlorobiphenyl",C1=CC=C(C=C1)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,4,6-Trichlorobiphenyl",C1=CC=C(C=C1)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"2,4',5-Trichlorobiphenyl",C1=CC(=CC=C1C2=C(C=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,4',6-Trichlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC=C(C=C2)Cl)Cl
ToxinDB,"2,3',4'-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,3',5'-Trichlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=CC(=C2)Cl)Cl)Cl
ToxinDB,"3,3',4-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=C(C=C2)Cl)Cl
ToxinDB,"3,3',5-Trichlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl
ToxinDB,"3,4,4'-Trichlorobiphenyl",C1=CC(=CC=C1C2=CC(=C(C=C2)Cl)Cl)Cl
ToxinDB,"3,4,5-Tricholobiphenyl",C1=CC=C(C=C1)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"3,4',5-Trichlorobiphenyl",C1=CC(=CC=C1C2=CC(=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,2',3,3'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC=C2)Cl)Cl
ToxinDB,"2,2',3,4-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2)Cl)Cl
ToxinDB,"2,2',3,5-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl
ToxinDB,"2,2',3,5'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl
ToxinDB,"2,2',3,6-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,6'-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,4'-Tetrachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2)Cl)Cl
ToxinDB,"2,2',4,5-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,5'-Tetrachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2)Cl)Cl
ToxinDB,"2,2',4,6-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,6'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,2',5,5'-Tetrachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,2',5,6'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,2',6,6'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C=CC=C2Cl)Cl)Cl
ToxinDB,"2,3,3',4-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,3,3',4'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2)Cl)Cl
ToxinDB,"2,3,3',5-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3,3',5'-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=CC(=C2)Cl)Cl
ToxinDB,"2,3,3',6-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3,4,4'-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,5-Tetrachlorobiphenyl",C1=CC=C(C=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,6-Tetrachlorobiphenyl",C1=CC=C(C=C1)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,4',5-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=CC(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,4',6-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,5,6-Tetrachlorobiphenyl",C1=CC=C(C=C1)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,4'-Tetrachlorobiphenyl",C1=CC(=C(C=C1C2=C(C=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,5-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,3',4,5'-Tetrachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl
ToxinDB,"2,3',4,6-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"2,3',4',5-Tetrachlorobiphenyl",C1=CC(=C(C=C1C2=C(C=CC(=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4',6-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,3',5,5'-Tetrachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,3',5',6-Tetrachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl)Cl
ToxinDB,"2,4,4',5-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,4,4',6-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3',4',5'-Tetrachlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ToxinDB,"3,3',4,4'-Tetrachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"3,3',4,5-Tetrachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"3,3',4,5'-Tetrachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl
ToxinDB,"3,3',5,5'-Tetrachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl
ToxinDB,"3,4,4',5-Tetrachlorobiphenyl",C1=CC(=CC=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,2',3,3',6-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl
ToxinDB,"2,2',3,4,4'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5-Pentachlorobiphenyl",C1=CC=C(C(=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,6-Pentachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,2',3,4',6-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl
ToxinDB,"2,2',3,5,5'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=CC(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,5,6-Pentachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,5,6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,5',6-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,6,6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,2',3,4',6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"2,2',4,4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,2',4,4',6-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"2,2',4,5,5'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,5,6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,5',6-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,6,6'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4'-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5-Pentachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5'-Pentachlorobiphenyl",C1=CC(=C(C(=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,6-Pentachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4',6-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',5,5'-Pentachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3,3',5,6-Pentachlorobiphenyl",C1=CC(=CC(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',5',6-Pentachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,4',5-Pentachlorobiphenyl",C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,4',6-Pentachlorobiphenyl",C1=CC(=CC=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,5,6-Pentachlorobiphenyl",C1=CC=C(C=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,4',5,6-Pentachlorobiphenyl",C1=CC(=CC=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,4',6-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,5,5'-Pentachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,3',4,5',6-Pentachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"2,3,3',4',5'-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"2,3',4,4',5'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"2,3',4',5,5'-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4',5',6-Pentachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ToxinDB,"3,3',4,4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl
ToxinDB,"3,3',4,5,5'-Pentachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=CC(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,6-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=CC(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,6-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=CC(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',6,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',6-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5,5'-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5,6-Hexachlorobiphenyl",C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5',6-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,6,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5,6-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5,6'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5',6-Hexachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',6,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,5,5',6-Hexachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,5,6,6'-Hexachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,4',5,5'-Hexachlorobiphenyl",C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,2',4,4',5,6'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',4,4',6,6'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5-Hexachlorobiphenyl",C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5'-Hexachlorobiphenyl",C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',6-Hexachlorobiphenyl",C1=CC(=C(C=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5,5'-Hexachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5,6-Hexachlorobiphenyl",C1=CC(=C(C=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5',6-Hexachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=CC(=C2Cl)Cl)Cl
ToxinDB,"2,3,3',4',5,6-Hexachlorobiphenyl",C1=CC(=C(C=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4',5',6-Hexachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',5,5',6-Hexachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,4,4',5,6-Hexachlorobiphenyl",C1=CC(=CC=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3',4,4',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ToxinDB,"2,3',4,4',5',6-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ToxinDB,"3,3',4,4',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5-Heptachlorobiphenyl",C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',6-Heptachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,5'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,6-Heptachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,6'-Heptachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5',6-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,6,6'-Heptachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5',6'-Heptachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,5',6-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,6,6'-Heptachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5,5'-Heptachlorobiphenyl",C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5,6-Heptachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5,6'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5',6-Heptachlorobiphenyl",C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
